2011-05-21,0.0,0,17.950000000000003
2012-08-03,0.0,0,13.45
2015-10-13,0.4,0,20.65
2013-12-05,6.2,0,22.55
2012-08-19,0.0,0,15.45
2015-05-19,2.8,0,17.4
2012-02-26,0.0,0,23.25
2009-11-03,0.0,0,29.5
2011-01-27,0.2,0,24.8
2011-03-01,2.0,0,32.15
2010-10-22,0.0,0,20.4
2012-06-08,0.0,0,12.65
2014-04-28,16.4,0,18.6
2016-07-06,0.4,0,14.35
2016-07-03,0.0,0,13.350000000000001
2013-04-01,5.2,0,21.05
2012-10-06,0.0,0,18.35
2016-04-29,0.2,0,21.45
2010-04-21,0.8,0,22.2
2013-01-19,3.4,0,21.95
2010-05-30,6.4,0,16.8
2016-09-07,0.0,0,18.25
2009-06-14,0.0,0,15.25
2017-02-06,0.0,0,26.35
2010-09-08,0.0,0,14.65
2015-02-05,0.8,0,22.700000000000003
2015-08-11,0.0,0,17.45
2011-12-14,0.4,0,17.9
2016-08-14,0.0,0,15.75
2009-02-01,0.2,0,24.65
2014-12-01,1.2,0,22.700000000000003
2009-11-27,2.0,0,26.35
2011-08-20,11.8,0,15.65
2009-10-04,16.0,0,17.6
2012-05-20,0.0,0,15.05
2009-10-31,0.0,0,21.5
2014-02-21,0.0,0,21.95
2012-04-03,0.0,0,22.75
2010-10-08,0.0,0,18.35
2010-06-22,7.2,0,16.8
2013-03-02,40.4,0,19.65
2015-12-12,0.2,0,21.15
2011-12-12,27.6,0,18.45
2016-09-24,0.0,0,19.05
2010-12-27,5.8,0,19.1
2013-12-23,0.0,0,26.5
2015-09-13,0.0,0,20.3
2017-02-01,11.2,0,21.4
2009-05-24,0.0,0,19.799999999999997
2014-05-08,0.2,0,15.75
2009-02-12,13.8,0,18.0
2014-01-23,0.4,0,22.75
2014-08-13,27.2,0,12.45
2009-12-24,0,0,24.35
2010-01-21,0.0,0,26.1
2013-08-08,16.6,0,10.8
2009-04-25,0.4,0,21.799999999999997
2013-10-29,0.0,0,19.0
2010-11-26,0.0,0,21.9
2013-01-02,0.0,0,22.75
2016-10-30,0.0,0,21.65
2013-03-10,0.0,0,23.9
2012-11-27,1.8,0,22.2
2014-04-04,0.4,0,21.049999999999997
2014-12-13,0.4,0,21.55
2011-12-17,0.0,0,21.299999999999997
2010-10-02,0.0,0,17.65
2012-11-04,0.2,0,20.799999999999997
2017-02-28,29.0,0,22.65
2013-09-23,0.4,0,21.35
2011-07-29,0.2,0,13.9
2013-12-15,0.0,0,22.25
2012-02-06,0.0,0,22.049999999999997
2017-06-24,0.0,0,16.25
2012-01-29,0.0,0,23.5
2015-12-10,7.4,0,20.95
2013-08-29,0.0,0,18.15
2009-09-05,1.0,0,17.7
2013-12-06,0.0,0,18.65
2010-11-11,0.8,0,22.25
2012-06-16,0.6,0,14.65
2010-01-30,0.4,0,0
2015-10-15,0.2,0,21.75
2016-08-24,9.6,0,14.5
2014-07-19,0.0,0,12.9
2015-10-05,0.0,0,25.35
2015-07-25,1.6,0,17.25
2013-12-09,0.0,0,22.700000000000003
2012-04-06,0.0,0,23.6
2016-11-21,0.0,0,24.75
2009-09-12,0.0,0,21.0
2015-10-03,0.0,0,21.35
2012-10-29,0.0,0,18.95
2015-12-23,28.0,0,19.45
2010-01-07,0.2,0,22.5
2010-11-18,0.0,0,21.0
2017-06-03,3.8,0,15.3
2009-09-23,1.6,0,19.1
2012-11-09,35.4,0,21.5
2013-05-09,0.0,0,18.65
2017-05-04,7.0,0,18.4
2011-05-23,4.6,0,18.25
2017-03-17,9.0,0,21.5
2010-05-19,18.2,0,16.45
2016-02-25,0.0,0,25.5
2015-08-28,2.8,0,16.2
2012-07-23,2.4,0,15.100000000000001
2016-12-29,0.0,0,25.75
2014-11-27,0.0,0,20.700000000000003
2017-01-25,26.0,0,21.35
2014-12-10,0.0,0,24.6
2013-04-07,0.0,0,20.65
2016-10-08,0.0,0,21.25
2013-08-18,0.0,0,19.8
2010-02-05,0.0,0,22.4
2013-06-26,1.0,0,17.25
2016-12-14,0.0,0,33.15
2015-07-02,0.0,0,12.4
2015-08-09,0.0,0,14.0
2009-01-11,0.0,0,23.5
2014-01-11,0.0,0,24.65
2017-06-05,0.0,0,14.75
2017-04-07,0.0,0,21.25
2010-12-30,0.0,0,24.85
2015-01-18,0.0,0,25.55
2017-03-25,0.0,0,23.05
2012-11-17,19.8,0,18.55
2015-02-26,28.8,0,22.25
2012-02-29,0.0,0,21.85
2010-01-08,0.0,0,24.7
2014-03-10,0.0,0,24.55
2017-02-10,0.2,0,26.549999999999997
2014-11-15,0.0,0,20.4
2014-02-25,0.0,0,24.05
2014-05-16,0.0,0,19.35
2015-02-10,0.0,0,27.9
2016-01-28,1.6,0,23.65
2009-12-22,0.0,0,0
2012-08-21,0.0,0,16.299999999999997
2015-06-14,0.2,0,15.35
2017-03-23,2.8,0,21.9
2016-04-21,0.0,0,21.85
2013-04-27,0.0,0,20.25
2016-10-06,0.0,0,20.65
2016-11-06,0.0,0,20.3
2017-03-31,72.0,0,18.6
2012-05-25,4.2,0,15.75
2012-01-12,0.0,0,19.200000000000003
2016-05-13,0.0,0,20.35
2009-07-23,2.6,0,15.45
2013-05-19,0.0,0,15.35
2009-08-12,3.2,0,17.5
2010-06-07,12.4,0,14.1
2015-03-23,3.6,0,22.7
2016-02-11,0.0,0,25.4
2009-06-09,0.0,0,13.6
2012-11-10,0.2,0,17.35
2016-07-09,5.4,0,14.95
2010-03-02,7.0,0,21.3
2013-12-16,0.0,0,23.450000000000003
2009-12-25,0.0,0,21.549999999999997
2009-12-30,0.0,0,23.25
2014-04-01,0.0,0,22.45
2012-05-23,0.0,0,17.75
2016-09-06,0.0,0,18.700000000000003
2014-04-03,0.0,0,23.1
2016-03-07,0.0,0,24.05
2016-01-30,0.0,0,25.450000000000003
2013-10-18,0.0,0,17.45
2011-11-05,0.0,0,20.4
2015-10-17,0.2,0,21.700000000000003
2014-04-15,27.2,0,17.7
2016-01-31,0.0,0,28.0
2014-01-15,0.0,0,23.9
2009-03-27,17.8,0,21.0
2013-01-10,0.0,0,23.65
2009-02-08,0.0,0,21.7
2009-04-02,29.8,0,21.8
2014-04-24,0.0,0,24.15
2011-06-25,0.0,0,14.6
2012-11-05,0.0,0,21.799999999999997
2010-07-16,0.0,0,12.850000000000001
2011-07-13,0.0,0,12.649999999999999
2015-08-05,0.0,0,11.65
2012-09-17,0.0,0,16.85
2011-01-08,6.6,0,25.5
2014-07-15,0.0,0,14.0
2017-03-11,0.2,0,22.6
2015-02-22,9.6,0,22.5
2010-03-05,0.0,0,23.25
2014-10-07,0.0,0,22.950000000000003
2011-11-09,2.6,0,23.55
2010-08-01,0.0,0,16.45
2015-12-31,0.0,0,23.35
2015-03-22,2.2,0,21.549999999999997
2013-06-23,13.6,0,13.45
2016-11-07,0.0,0,23.15
2017-01-24,0.0,0,28.1
2017-06-14,5.0,0,15.8
2016-12-31,0.0,0,25.2
2013-06-05,0.0,0,16.549999999999997
2016-09-03,8.0,0,18.4
2011-09-16,0.0,0,19.5
2009-02-10,7.4,0,18.9
2009-05-21,0.6,0,19.75
2012-07-19,0.0,0,12.1
2010-01-20,0.0,0,24.1
2009-08-03,0.0,0,16.450000000000003
2009-10-20,0.0,0,20.5
2013-06-20,5.0,0,12.1
2017-05-08,0.0,0,15.600000000000001
2014-06-15,1.6,0,15.1
2011-08-05,0,0,19.549999999999997
2009-01-31,0.0,0,24.7
2013-11-22,1.8,0,20.55
2016-03-15,34.0,0,20.65
2010-12-20,0.0,0,19.4
2014-03-13,0.6,0,21.65
2016-07-17,6.4,0,16.2
2010-05-10,0,0,20.0
2016-07-24,0.0,0,10.15
2009-08-26,0.0,0,19.55
2009-05-25,0.0,0,19.15
2014-09-14,0.2,0,19.05
2013-10-26,0.0,0,19.25
2016-02-18,0.0,0,24.0
2013-03-01,38.2,0,19.4
2014-06-16,0.0,0,15.549999999999999
2011-03-18,0.6,0,22.0
2016-06-10,0.0,0,18.45
2009-12-27,5.4,0,19.799999999999997
2011-07-09,0.0,0,12.4
2011-03-30,0.0,0,24.35
2013-07-26,0.0,0,15.65
2015-11-19,0.0,0,22.700000000000003
